Points,Wins,Last 10 Rank,Post Season Finish 
93,39,13.5,5
76,32,13.0,5
100,45,11.0,5
102,47,18.0,4
86,37,16.0,5
88,40,14.0,5
100,46,14.5,5
95,42,4.0,3
100,47,16.0,5
89,41,6.5,5
84,40,8.5,5
87,38,15.0,5
100,46,6.5,5
94,44,15.5,4
104,48,27.5,5
96,44,6.5,5
92,40,13.5,4
88,40,14.0,3
90,39,8.0,5
96,44,18.0,5
103,48,9.5,4
102,44,14.0,5
108,51,20.5,5
100,46,18.5,5
105,48,10.5,2
100,46,16.5,3
105,48,14.0,4
89,40,11.5,5
79,34,19.5,5
102,48,9.0,1
98,45,17.0,5
102,46,19.5,1
106,46,14.5,5
71,30,23.0,5
96,44,14.0,5
102,46,14.5,4
101,46,21.0,5
80,34,22.0,5
107,49,13.0,5
94,40,10.5,5
92,42,4.5,3
85,38,16.0,5
62,28,28.5,5
92,40,16.5,4
97,44,11.0,4
99,45,18.5,5
96,43,15.5,5
86,38,13.5,5
86,38,13.5,5
99,43,8.0,5
94,43,21.5,5
94,43,21.0,5
105,47,18.5,4
100,45,11.0,4
94,42,13.5,5
91,41,16.5,4
87,40,13.0,5
75,34,19.0,5
99,43,16.5,5
104,48,10.0,5
96,44,19.0,4
72,31,25.0,5
102,47,10.5,5
106,50,13.0,5
96,41,16.0,5
86,39,10.5,4
104,47,17.5,5
90,40,18.0,5
96,42,22.5,5
87,40,16.0,5
80,37,6.0,5
94,40,2.5,5
68,32,17.5,5
88,40,19.5,5
101,48,16.0,4
95,42,7.0,5
100,45,9.0,5
87,40,13.5,5
60,27,21.5,5
92,40,14.0,5
96,44,13.5,5
70,30,18.0,5
80,38,5.5,5
102,46,14.5,4
99,44,13.5,5
101,46,12.5,5
74,34,15.5,5
82,40,13.5,5
83,37,10.5,5
101,47,15.0,4
101,46,10.5,5
86,38,11.0,5
114,54,13.0,5
96,44,7.5,5
110,52,12.5,5
114,52,6.5,5
49,22,13.0,4
96,44,14.5,5
99,44,7.5,5
90,41,11.0,5
96,44,12.0,5
102,44,19.0,5
76,34,8.5,5
84,38,18.0,5
104,49,20.5,5
108,50,4.0,4
84,38,6.0,5
106,49,18.0,5
104,48,12.5,5
88,38,17.5,3
98,43,24.5,5
102,44,3.5,5
78,34,9.5,5
90,42,9.0,5
84,38,22.5,4
96,44,7.0,4
87,38,21.5,5
98,46,23.0,5
113,52,16.5,5
90,40,7.0,5
84,36,16.5,5
91,41,25.5,5
104,48,9.0,5
92,42,5.0,5
98,44,25.0,5
102,47,9.5,5
102,46,16.0,5
103,48,10.5,4
104,49,5.5,5
95,44,9,4
96,42,4.5,4
98,44,22.5,5
96,44,15.5,3
84,36,22.5,5
86,41,4.5,5
97,44,10.0,5
104,47,9.0,4
94,41,19.0,5
74,32,11.0,5
96,44,2.5,3
96,44,6.0,5
88,39,20.5,5
102,46,13.5,5
98,44,12.5,5
108,49,8.0,4
95,44,7.0,5
74,32,27.0,5
78,34,15.5,5
98,46,8.5,5
78,34,29.0,5
84,38,14.0,5
67,30,15.5,4
104,48,5.5,4
98,44,15.0,3
97,45,3.0,4
101,44,17.0,1
100,44,3.0,5
76,35,12.0,5
88,37,23.5,5
72,32,15.0,5
77,34,8.0,5
90,42,3.5,1
103,47,5.0,3
93,42,19.5,5
97,45,15.5,5
108,48,1.0,5
82,36,17.5,5
76,34,17.0,4
94,41,18.0,5
97,42,5.5,5
96,44,11.5,5
100,46,17.0,2
98,46,7.5,5
95,42,13.5,5
92,42,8.0,5
100,46,5.0,5
101,45,7.5,5
94,42,10.5,4
61,27,11.5,5
104,48,7.0,5
110,52,21.0,5
108,50,14.5,4
97,43,12.5,5
99,46,12.5,5
100,44,11.0,5
106,50,12.0,5
74,34,13.0,4
96,45,5.5,5
113,52,6.0,4
94,42,21.5,5
77,35,13.0,4
106,48,8.5,5
93,42,8.0,5
82,38,19.5,4
82,34,23.0,5
78,35,15.0,5
90,41,21.0,5
112,54,6.0,5
77,34,5.0,5
98,43,17.5,5
105,49,5.0,5
100,44,16.0,5
96,44,8.5,5
84,38,14.0,5
97,45,9.5,5
94,43,20.5,5
96,44,18.5,5
76,36,9.0,5
104,48,15.0,5
94,43,8.5,1
80,36,3.5,5
106,49,8.0,5
94,41,18.0,5
76,34,14.5,5
93,40,8.5,5
88,38,24.0,4
100,45,5.0,5
116,54,7.5,5
80,36,14.5,5
93,42,21.0,5
77,34,15.5,5
99,46,14.5,5
108,50,5.0,1
88,40,25.0,5
60,26,12.0,4
106,48,5.5,4
92,42,27.0,5
90,40,18.0,5
107,50,14.0,5
94,43,17.5,5
89,40,3.0,4
94,42,15.0,5
86,39,5.5,5
98,44,20.0,5
90,40,13.5,5
82,38,9.5,5
94,42,18.5,5
68,30,21.5,4
98,45,12.0,5
102,47,14.5,5
87,36,15.0,5
94,43,16.5,3
101,46,11.5,4
80,38,18.5,1
96,44,8.5,5
90,39,7.5,5
74,34,12.0,4
96,44,5.0,5
86,38,14.0,5
72,31,19.0,5
89,42,18.0,5
108,50,15.0,5
85,38,21.0,5
102,47,16.0,5
52,24,25.5,4
104,49,14.5,4
100,44,11.0,5
86,37,14.5,5
112,52,17.5,4
84,38,4.0,3
80,38,2.0,4
102,46,11.0,5
104,46,10.0,3
90,40,9.0,5
104,48,16.5,3
103,48,22.0,4
88,38,23.5,5
94,42,18.5,5
87,42,5.5,4
56,24,11.0,5
108,50,23.5,5
102,46,4.5,5
88,39,9.5,5
106,49,19.5,4
110,50,1.5,3
106,50,18.5,5
92,42,21.5,5
86,38,26.0,5
96,45,3.5,5
96,44,18.5,5
91,39,11.0,3
100,46,8.5,5
92,38,10.5,3
108,49,5,3
96,42,12.5,5
72,32,16.0,5
102,44,21.5,5
97,42,10.5,5
102,46,12.5,4
98,45,13.0,5
104,48,16.0,3
105,48,21.0,3
96,44,16.5,5
71,33,27.0,5
97,44,4.5,5
80,38,8.5,5
70,30,16.5,5
92,40,27.5,5
101,47,16.5,5
102,44,1,4
104,47,14.5,5
78,36,13.0,5
110,52,12.0,5
80,37,10.0,5
92,41,6.0,5
112,52,5.0,5
73,33,19.5,4
80,38,12.5,5
102,46,7.5,4
110,50,7.0,4
74,32,25.0,5
97,46,14.5,5
93,42,11.0,5
90,40,11.5,4
96,44,22.0,5
98,46,10.5,5
100,48,16.0,5
106,48,20.5,5
102,47,15.0,5
85,39,18.0,5
114,54,5.0,5
74,34,8.0,5
96,42,8.0,5
74,32,16.5,5
102,46,15.0,1
103,46,16.5,5
104,48,11.0,5
100,45,11,2
102,46,16.5,3
101,45,16.0,5
88,38,9.0,5
99,45,14.0,5
80,34,18.5,5
99,44,14.0,4
96,42,17.5,3
104,48,14.5,5
90,41,14.5,5
84,38,11.0,4
104,46,3.0,4
112,52,10.0,5
106,50,26.0,5
93,43,22.5,5
90,40,5.5,4
93,42,17.0,5
98,43,11.5,4
52,24,14.5,4
100,47,9.5,5
108,50,11.0,5
102,45,21.0,3
85,36,20.5,5
98,42,7.5,3
102,46,8.0,5
100,46,14.0,5
94,43,15.5,5
67,31,13.0,5
116,54,20.0,4
106,49,13.0,5
90,40,23.5,5
85,38,13.5,5
72,32,13.5,4
108,50,11.5,4
85,38,23.5,5
95,44,22.5,4
98,45,9.5,5
94,43,14.0,5
87,40,13.5,5
101,46,5.5,4
94,44,11.0,4
112,52,7.0,4
95,42,17.5,5
96,43,23.0,4
92,42,24.5,4
107,48,6.0,5
69,30,17.5,5
114,52,11.0,1
106,48,11.0,5
92,42,24.0,5
110,50,3.0,5
78,35,7.5,5
100,46,8.0,5
68,30,17.0,5
73,32,9.5,5
104,48,17.5,5
73,31,14.0,4
83,38,8.5,5
86,42,10.0,4
78,34,9.0,5
109,48,1.5,5
70,32,11.5,5
96,44,23.0,5
92,44,26.5,5
98,44,10.0,5
88,42,2.5,3
106,47,9.5,5
108,50,9.0,5
97,44,4.5,5
95,44,20.5,5
110,52,11.5,4
86,38,23.5,5
91,40,21.0,5
94,42,10.0,4
108,49,12.5,4
92,40,12.5,5
110,50,11.5,4
100,45,14.5,5
107,50,5.0,5
98,42,10.5,3
87,40,9.5,5
88,40,24.0,5
94,42,17.5,4
82,38,25.0,4
80,36,6.0,5
95,42,17.0,5
82,37,16.0,2
98,44,14.5,5
98,44,18.0,5
92,40,15.0,5
106,48,10.0,5
97,46,10.5,5
83,38,19.5,5
88,40,15.5,1
102,46,6.5,5
93,42,20.0,3
84,36,21.0,4
90,42,16.0,5
90,41,26.5,5
107,50,14.5,5
82,38,9.5,4
82,38,13.5,5
97,44,8.0,5
69,30,16.0,3
97,43,2.5,4
100,46,12.0,5
98,42,21.5,4
107,50,15.5,5
88,39,18.0,5
96,43,3.0,5
107,50,19.0,5
82,38,13.0,5
98,45,5.0,4
96,44,17.0,4
78,34,12.5,5
88,40,14.0,5
73,33,17.0,5
98,44,11.5,4
102,47,9.5,5
94,44,13.5,5
87,40,25.5,4
102,47,15.5,4
102,47,18.5,5
98,45,14.5,5
99,47,8.5,4
98,44,10.0,4
91,40,22.5,4
92,40,17.0,5
110,52,14.0,5
104,46,7.0,5
96,44,15.0,4
110,52,7.5,5
93,42,16.5,5
99,44,6.5,5
88,38,19.0,5
104,47,11.0,5
94,41,19.0,5
78,34,6.0,5
58,26,18.0,5
106,50,17.0,5
74,34,19.5,4
49,23,10,5
98,47,8,4
104,48,18.0,5
81,38,18.5,5
94,42,21.5,2
88,39,19.0,5
72,34,17.0,5
72,34,20.0,5
94,42,8.0,4
112,52,8.5,1
103,46,7.0,5
68,29,16.0,4
99,45,11.0,5
86,38,10.5,4
93,42,17.0,5
88,39,12.5,5
96,44,6.5,5
84,38,13.5,5
97,44,17.5,5
78,34,17.0,5
91,40,10.0,5
90,40,12.0,5
102,47,3.5,5
94,42,10.0,5
56,25,15.0,4
100,45,13.5,5
102,44,9.5,4
103,46,9.5,5
101,46,3.5,5
109,50,2.0,5
75,34,16.5,5
74,34,9.0,5
94,43,21.5,5
100,45,2.5,3
102,48,12.5,3
72,32,8.0,5
105,49,17.0,5
82,37,11.0,5
94,42,4.5,4
95,44,11.0,5
86,38,28.5,5
84,36,13.0,5
81,36,13.5,5
88,41,10.0,1
74,34,26.5,5
88,40,13.5,5
75,34,12.0,5
86,39,11.5,5
106,49,6.5,4
81,35,13.0,5
79,35,14.0,4
78,36,11.0,5
96,44,21.0,5
87,40,21.0,5
92,42,25.5,5
106,48,18.5,4
94,43,13.0,5
79,36,11.0,5
111,52,14.5,5
78,36,18.0,5
86,38,15.0,5
94,44,4,5
98,44,13.0,5
84,37,7.0,5
76,34,18.0,4
70,32,16.0,5
90,40,18.5,5
86,38,16.5,5
75,34,22.0,5
95,42,13.5,5
102,46,8.0,5
106,48,10.0,5
103,47,12.0,5
86,40,15.5,5
68,28,17.5,5
102,47,6.5,5
109,51,14.5,5
106,48,8.5,5
96,44,21.0,5
103,46,6.5,5
89,40,11.0,5
96,44,12.5,4
72,32,24.5,5
99,44,10.0,5
96,44,18.0,5
100,45,18.0,5
96,44,16.0,5
91,40,24.5,5
83,36,18.5,5
102,46,14.0,5
97,42,20.5,5
94,42,6.0,5
102,48,12.5,5
83,37,13.0,5
95,42,17.5,5
88,40,15.0,5
73,32,13.5,5
103,47,11.0,5
91,38,13.0,5
111,51,9.5,5
103,48,9.5,5
72,36,2,3
83,36,15.0,5
110,51,16.0,5
84,38,2.5,5
72,32,17.0,5
101,46,7.5,5
92,40,17.0,5
98,44,13.5,5
104,47,8.0,4
77,34,19.0,5
98,43,12.0,4
84,36,4.5,4
59,28,23.5,5
104,49,19.5,5
110,51,18.5,4
98,44,11.5,3
82,38,23.5,4
101,45,6.0,5
60,28,11.5,5
80,34,19.0,5
96,42,14.0,5
76,33,17.0,4
72,34,3.0,5
112,52,17.5,4
74,34,5.0,5
115,52,9.0,3
84,38,22.5,5
80,36,14.0,5
86,38,15.0,5
89,40,12.0,5
102,46,12.5,3
78,34,11.0,5
92,42,23.0,5
94,40,6.5,4
88,39,13.0,5
92,42,13.5,3
96,42,2.0,3
95,44,21.0,5
94,43,18.5,5
98,44,13.0,4
98,44,14.0,5
98,43,9.5,5
72,34,20.0,5
100,46,15,5
103,46,8.0,3
100,45,14.0,5
100,45,13.0,5
81,38,8.5,5
76,34,22.0,5
100,47,17.5,5
110,52,7.5,5
88,40,14.0,5
99,44,6.5,5
96,44,10.5,5
92,40,13.5,4
96,44,14.0,5
106,48,13.0,5
88,38,12.0,5
100,45,12.5,5
90,38,12.0,5
68,31,23.0,5
116,54,8.5,5
75,34,11.0,3
110,50,12.5,4
90,41,16.5,5
102,47,19.5,5
84,39,13.0,5
88,40,21.5,5
114,53,5.5,4
92,42,12.5,5
80,35,14.0,5
72,33,13.5,5
112,50,4.0,4
100,46,8.5,5
101,47,9.0,4
99,44,24.5,4
72,32,14.5,5
86,36,15.0,5
100,45,22.5,5
108,49,10.5,5
102,46,11.0,5
105,46,15.0,3
102,46,12.0,5
100,46,14.0,5
104,46,14.0,1
92,41,21.5,4
93,42,14.0,5
94,42,16.0,5
92,40,10.5,1
80,37,15.0,4
108,49,6.0,4
108,50,9.0,3
99,44,10.5,5
88,39,20.0,5
100,46,25.0,5
102,46,14.5,5
90,38,14.0,5
105,49,10.5,5
84,38,22.5,5
86,40,14.5,5
83,39,9.5,5
72,33,19.5,5
95,43,24.0,5
84,36,12.0,4
94,44,6.5,5
102,44,8.0,5
98,46,9.0,4
110,52,7.0,5
60,28,15.0,5
84,37,21.0,5
104,47,10.5,4
58,27,9.0,5
76,34,10.0,5
94,42,13.0,5
70,32,8.5,5
80,34,10.0,5
97,44,14.0,5
106,48,17.5,4
54,25,29.0,5
96,42,16.5,4
92,42,15.5,5
96,44,15.0,5
101,46,17.0,5
96,44,10.0,4
94,42,8.5,5
95,44,27.0,5
84,38,21.5,5
107,48,7.5,4
78,36,16.0,4
87,38,18.0,5
104,48,10.0,4
80,34,21.0,5
108,50,6.5,4
96,43,13.0,5
92,42,15.5,5
82,38,9.5,5
83,38,12.0,4
68,30,21.5,5
76,32,10.0,5
98,44,5.5,5
87,40,21.5,5
84,38,17.0,4
86,39,7.0,5
76,36,13.5,5
100,46,13.5,5
84,38,22.0,5
76,34,24.5,4
93,42,20.0,5
71,32,12.0,5
118,54,4.5,4
103,47,19.0,5
70,32,23.0,4
100,46,9.0,5
107,49,3.5,3
92,42,13.0,4
70,30,24.5,5
100,46,13.5,4
83,38,30.5,5
100,46,4.0,5
108,48,12.5,5
105,46,16.5,5
92,42,21.5,5
97,44,22.0,5
85,36,22.0,4
104,48,18.0,5
118,54,8.5,4
98,44,15.0,5
100,45,10.0,5
96,44,10.5,5
92,42,19.5,5
70,29,19.0,4
108,50,5.0,5
103,48,7.5,4
82,38,14.0,4
98,45,8.0,5
90,41,10.5,5
94,42,21.5,5
105,49,24.5,4
102,45,11.5,4
104,47,7.0,4
86,40,17.5,4
108,50,12.5,5
96,44,11.5,5
92,41,11.5,5
109,51,21.0,5
75,34,14.5,5
95,44,10.5,5
80,34,17.0,4
87,40,11.0,1
98,44,16.0,5
94,42,3.5,5
94,40,15.5,4
108,50,8.5,4
82,38,12.5,5
100,46,22.0,5
96,45,19.5,2
78,35,5.0,5
92,42,17.5,4
74,33,5.0,5
98,45,12.0,5
110,51,27.5,5
78,36,15.0,5
103,46,11,5
102,47,9.0,1
76,34,16.0,5
104,48,17.0,5
92,41,14.5,5
105,48,3.0,3
80,36,21.5,5
96,43,18.0,5
84,36,21.5,5
74,32,11.0,5
92,42,9.0,5
101,48,6.5,4
74,34,12.0,5
86,40,18.5,5
94,42,10.5,5
92,41,9.5,5
100,45,10.0,4
100,46,15.0,5
102,46,9.5,4
112,50,13.0,1
106,48,18.0,4
78,35,19.0,5
108,50,6.0,5
89,40,16.0,5
89,40,24.0,5
102,48,20.5,5
88,39,26,3
87,36,27.0,5
86,38,15.5,5
105,47,14.0,4
90,44,4.5,4
95,42,14.0,5
105,48,17.0,5
82,38,12.0,5
72,30,24.0,5
96,41,11.5,5
98,43,9.5,5
88,38,20.5,5
87,40,20.5,5
85,38,21.0,5
110,50,19.5,5
91,40,24.0,5
104,48,5.0,5
102,46,13.0,5
66,30,18.0,5
82,37,16.5,5
95,42,7.0,5
103,49,14.5,3
92,43,17.0,5
95,42,16.5,5
96,44,14.5,3
74,34,7.0,5
100,46,11.0,4
102,46,15.0,4
96,42,2.0,3
78,34,17.0,5
102,46,16.5,5
114,52,7.5,4
98,45,2.5,5
68,30,11.0,5
89,40,21.0,4
118,54,8.5,1
110,50,7.0,5
108,50,22.0,4
92,42,7.0,5
100,45,13.5,5
92,42,16.5,5
92,41,7.5,5
93,42,16.5,5
82,38,6.0,5
103,47,10.5,2
103,48,8.0,5
96,43,13.0,5
112,50,13.0,5
91,42,26.0,5
100,46,6.5,5
78,36,4.0,5
110,50,22.0,5
72,34,8.0,5
86,36,25.0,5
86,37,19.0,4
88,41,14.5,5
70,30,7.5,5
76,34,20.5,5
74,32,17.0,4
102,45,11.5,5
89,40,8.0,5
96,41,15,5
100,44,11.0,5
94,44,15.0,5
98,43,15.5,5
74,36,18.5,5
63,26,24.0,5
104,48,14.0,4
87,38,17.5,5
112,52,4.5,5
110,52,15.0,5
94,42,18.5,5
59,25,25.0,5
104,48,4.5,4
75,35,26.0,5
80,35,8.5,5
103,46,8.5,5
59,26,27.5,5
95,43,6.5,4
74,32,16.5,4
70,30,15.0,5
94,43,16.0,5
88,39,18.5,5
70,32,25.0,5
96,44,8.0,5
102,46,8.0,5
86,38,17.0,5
94,42,10.5,5
98,44,13.5,5
106,48,7.0,5
118,54,6.0,5
99,44,18.0,5
99,45,7.0,5
96,42,12.0,5
94,42,8.0,5
104,46,2.0,4
80,35,15.0,5
104,48,9.5,4
88,41,21.5,3
92,42,9.5,5
90,40,15.0,5
100,46,10.0,5
99,43,24.5,5
100,45,7.5,5
94,40,14.0,5
106,50,12.5,5
100,45,6.5,5
76,34,8.0,5
100,46,6.0,5
82,38,19.5,5
96,42,12.5,5
110,50,14.0,4
106,50,16.0,5
87,38,24.0,5
98,44,5.0,4
96,42,15.5,4
106,48,11.5,5
84,39,10.5,5
100,46,14.0,5
90,40,12.0,4
76,33,16.0,4
98,44,22.5,5
85,38,10.0,5
99,44,19.0,4
89,40,23.0,5
112,52,8.0,5
102,47,19.0,5
105,47,11.0,5
82,36,28.0,5
67,30,21.5,5
91,40,10.0,5
109,51,13.5,3
83,38,17.5,5
101,46,15.5,5
88,41,17.5,5
76,32,14.0,5
110,50,22.0,5
98,45,16.0,5
93,44,11.5,4
90,40,18.0,5
84,36,21.5,5
98,44,12.0,5
71,33,26.5,5
104,46,12.0,4
76,35,28.5,5
88,40,15.0,4
94,43,14.0,5
81,36,1.0,5
96,44,25.5,5
87,39,11.0,5
98,46,19.5,5
98,44,3.0,5
80,38,12.5,5
102,47,15.0,4
96,43,8.0,5
100,45,2.5,5
70,30,17.0,5
77,34,19.0,4
78,37,7.0,3
100,46,24.0,5
102,48,6.5,4
98,44,17.5,5
66,30,24.0,4
94,41,12.0,5
96,43,9.0,4
80,34,13.0,4
63,28,11.5,5
100,44,6.5,5
104,46,13.0,5
100,47,13.5,5
90,40,16.0,5
83,36,15.5,5
92,41,4.5,5
86,42,5.5,5
82,37,10.0,5
102,48,18.5,5
106,48,7.5,4
96,45,19.5,4
78,34,15.0,4
82,38,8.5,5
90,42,3.5,1
110,52,7.5,5
98,44,1.5,4
104,48,8.5,5
89,40,4.0,5
85,36,20.5,5
88,40,18.0,4
98,44,18.0,5
102,48,21.0,5
92,42,21.0,5
84,38,23.5,5
98,45,8,5
100,46,8.5,4
108,52,18.0,5
68,30,17.5,2
94,41,2.5,4
94,42,17.0,5
88,39,26.0,5
76,35,12.5,5
86,38,19.0,5
98,44,11.0,4
80,38,8.0,5
81,36,24.5,4
91,42,21.0,5
98,46,9.0,4
98,44,9.0,5
90,38,21.0,5
90,40,15.5,4
81,36,23.0,5
103,46,8.0,3
78,36,15.5,5
101,46,4.0,5
94,41,13.5,5
84,38,18.5,5
99,46,13.0,5
82,38,8.0,5
112,52,4.0,5
96,42,19.0,4
72,32,14.0,5
86,36,17.0,5
74,33,16.0,4
96,44,12.0,5
95,43,17.5,4
107,50,10.0,3
114,54,5.0,5
72,30,15.5,5
100,46,16.5,5
106,49,11.5,5
100,44,13.5,5
92,42,12.5,5
87,38,18.0,5
82,38,14.5,5
100,44,10.0,4
100,46,13.5,5
102,48,7.0,4
102,48,9.0,5
87,38,12.5,5
66,30,15,5
99,46,9.5,5
94,40,3.5,5
102,44,25.0,1
102,46,7.0,5
100,46,11.0,5
102,46,8.5,3
100,44,21.5,5
80,37,14.0,5
91,40,12.0,5
80,37,14.0,5
80,34,13.5,4
102,46,7.5,3
84,38,15.0,5
104,48,16.5,1
88,39,19.0,5
107,48,13.5,5
90,42,18.5,5
95,42,5.0,5
100,44,2.0,4
102,48,9.5,5
92,41,10.5,4
91,40,18.0,3
95,41,22.5,5
90,39,16.0,5
62,28,14.0,5
98,46,5.5,4
66,28,20.0,5
104,48,6.5,5
109,51,14,5
96,44,12.0,5
100,46,20.0,5
103,48,11.0,5
88,40,8.0,5
84,39,21.0,5
99,46,15.0,2
99,46,12.5,5
80,36,17.5,5
72,32,12.5,5
46,20,19.5,5
80,36,14.5,5
65,29,14.5,5
100,47,4.0,5
88,41,9.5,1
91,41,9.0,5
88,41,2.5,5
108,51,20.5,5
96,44,15.0,5
100,45,16.0,5
103,48,15.5,5
110,49,4.5,4
101,46,17.5,5
84,38,11.5,5
90,40,21.5,4
106,50,8.5,3
100,46,12.0,5
112,50,13.0,5
97,44,22.5,5
70,32,12.5,5
94,42,9.5,5
96,45,14.0,5
102,46,18.5,4
96,44,9.0,4
113,52,13.0,4
80,36,9.0,5
104,46,10.0,5
104,48,10.5,5
96,44,11.0,4
106,49,20.5,5
96,44,18.5,5
102,46,9.5,5
91,40,11.5,4
91,41,13.5,5
89,40,7.0,5
103,45,16.0,5
103,46,7.5,3
84,40,9.0,5
80,36,15.0,5
83,36,7.0,5
108,49,8.5,5
93,40,8.5,5
101,46,22.5,5
64,29,21.0,4
98,45,17.0,5
88,40,11.0,4
92,41,20.5,5
102,46,23.0,5
105,48,12.0,4
96,43,20.0,5
72,34,13.0,5
95,43,15.5,5
58,26,15.0,5
95,40,17,5
78,36,7.5,4
100,46,9.0,5
98,42,9.0,5
86,38,23.5,5
90,40,14.5,4
94,41,8.0,5
104,48,11.0,5
84,38,15.0,4
96,43,9.5,5
86,39,6.5,5
103,49,16.5,5
86,38,14.0,4
98,43,13.5,5
97,44,20.5,5
98,44,17.5,4
112,51,13.5,4
63,30,11.0,5
92,38,21.5,5
100,45,6.5,4
92,43,4.5,5
100,44,1.0,5
74,34,19.0,5
74,33,18.0,5
81,36,12.5,5
96,44,7.5,5
98,46,25.0,5
66,30,16.5,5
96,44,11.0,5
82,35,28.0,3
65,30,22.0,5
90,39,17.5,5
90,39,12.0,5
95,43,13.0,5
110,50,5.5,4
98,44,13.0,4
78,36,19.0,5
78,36,21.0,5
76,34,8.5,5
93,40,16.5,4
96,44,15.0,5
80,36,23.5,5
82,38,10.0,5
103,48,8.0,5
80,36,4.5,5
86,38,9.0,5
98,42,8.5,4
76,32,25.5,5
60,28,11.5,5
94,42,9.5,5
92,40,8.0,4
94,42,5.0,5
88,41,28.0,5
79,36,11.0,5
100,46,3.5,3
86,40,8.0,4
95,42,9.5,5
79,36,10.0,5
92,44,15.5,5
97,42,8.0,5
96,44,9.0,1
106,48,5.5,5
106,50,13.0,5
102,47,15.0,5
98,43,9.5,5
57,26,11.0,5
102,47,15.5,5
74,34,8.0,5
106,48,9.5,4
78,36,17.5,4
72,32,20.0,5
98,44,19.5,5
95,44,20.5,5
98,44,20.5,5
98,46,11.0,5
108,49,3.0,5
100,46,15.0,4
94,43,11.5,5
90,40,8.5,5
98,44,5.5,5
102,47,3.5,3
106,48,18.5,5
97,44,21.5,5
98,44,15.0,5
102,45,13.0,5
92,42,10.0,3
100,46,8.5,4
81,36,4.0,5
76,34,2.0,5
74,32,21.5,5
100,44,18.0,5
110,50,20.5,4
94,43,17.5,4
82,38,16.5,4
108,50,4.5,5
100,46,10.0,5
76,34,5.5,5
76,34,10.0,5
103,48,22.0,5
98,43,14.0,5
100,46,14.0,5
68,30,6.5,5
99,46,17.0,2
106,50,21.5,5
96,43,15.0,5
111,52,8.5,4
100,46,10.5,5
90,42,25.0,4
102,47,12.5,4
58,26,17.5,5
90,40,18.5,5
76,34,24.5,5
92,41,13.5,1
100,45,12.0,5
90,40,25.0,5
107,48,6,5
80,34,21.5,4
101,46,5.5,4
96,43,18.5,5
91,39,21.0,5
92,40,10.5,4
108,50,14.0,5
100,46,7.5,5
84,38,18.5,5
88,38,14.5,5
94,42,16.5,5
82,36,15.0,5
74,33,23.5,5
94,42,13.0,5
94,42,13.0,5
113,51,2,5
74,34,12.0,5
104,46,5.5,5
95,43,13.0,4
72,32,12.0,5
98,44,15.5,5
96,42,12.5,5
110,49,4.5,4
101,46,22.0,5
101,48,14.5,5
75,31,16.5,5
72,32,7.5,5
84,38,26.5,5
100,46,15.0,5
91,42,15.5,5
59,26,25.5,4
94,40,9.5,4
80,36,18.0,5
96,45,15.0,5
90,41,13.5,5
112,51,9.0,4
97,46,17.0,5
80,36,12.0,5
100,46,5.5,4
102,48,16.0,5
104,46,8.5,5
79,36,13,5
114,52,23.0,4
105,48,6.0,5
100,44,18.0,5
77,34,16.0,5
104,48,13.5,5
97,43,13.5,2
90,40,27.5,5
94,42,8.5,4
88,42,26.0,5
98,46,19.5,5
109,51,6.5,4
104,47,9.0,5
87,37,14.0,5
104,48,12.0,5
73,34,10.5,4
98,43,11.5,4
98,45,8.5,5
97,46,16.0,5
89,39,22.5,5
102,46,14.5,5
100,46,10.0,4
106,48,11.5,5
93,42,8.5,3
100,48,21.5,5
88,40,21.0,4
104,46,14.0,5
110,50,14.0,5
104,48,7.5,4
98,44,5.5,5
84,37,18.5,5
86,40,27.5,5
66,30,20.0,5
111,51,12.5,5
94,43,17.0,5
97,44,14.0,5
96,42,12.5,5
91,40,11.5,4
108,50,6.0,4
98,44,11.0,4
97,44,11.5,5
103,47,14.5,5
91,42,24.0,5
99,44,2.0,3
71,30,27.5,5
76,33,21.0,5
74,34,10.0,5
84,36,17.5,5
93,40,16.5,5
77,35,15.0,5
94,41,7.5,5
80,36,18.0,5
94,42,4.5,4
100,46,3.5,5
112,52,17.5,4
74,34,3.0,5
90,41,18.5,5
99,44,11.5,5
84,38,9.0,2
80,36,15.5,5
96,44,18.0,5
94,41,11.0,5
82,38,22.5,5
88,40,11.0,5
74,32,21.0,5
84,38,15.5,5
97,44,11.5,4
74,34,12.5,5
94,39,18.0,5
81,34,20.5,5
82,37,16.5,5
110,50,6.5,5
104,48,11.0,4
109,50,17.0,5
96,43,18.5,4
98,45,21.5,5
108,49,9.0,5
96,42,9.0,4
66,30,22.0,5
86,40,21.0,4
100,44,15.0,5
79,36,6.5,5
76,34,12.5,5
90,39,20.5,5
88,39,14.5,5
48,21,17.0,5
104,47,3.5,3
94,42,24.5,5
106,50,11.5,5
88,40,24.0,5
97,44,12.0,5
88,38,26.0,5
90,40,26.0,5
104,48,22.5,5
108,48,5.5,5
100,46,20.5,5
104,48,8.5,5
80,34,14.5,4
100,46,17.0,5
86,42,9.0,4
78,35,13.5,4
78,37,7.0,5
74,33,12.0,5
88,38,25.5,5
95,44,24.5,5
114,51,5.5,4
59,25,14.5,4
87,39,27.0,5
73,32,4.0,4
95,44,15.0,5
108,50,5.5,5
102,46,7.5,5
114,52,1.5,3
108,50,20.5,5
97,44,10.5,5
97,44,16.5,2
96,44,13.0,5
96,42,9.0,5
52,24,19.5,4
